,idx,intent,topic,terms,context,instructions,question
58,CRYOSPHERE_Causal,Causal,CRYOSPHERE,"['SEA ICE', 'FROZEN GROUND', 'GLACIERS/ICE SHEETS']","**TOPIC**: CRYOSPHERE - The cryosphere is the frozen water part of the Earth system. ce and snow on land are one part of the cryosphere. This includes the largest parts of the cryosphere, the continental ice sheets found in Greenland and Antarctica, as well as ice caps, glaciers, and areas of snow and permafrost. When continental ice flows out from land and to the sea surface, we get shelf ice. The other part of the cryosphere is ice that is found in water. This includes frozen parts of the ocean, such as waters surrounding Antarctica and the Arctic. It also includes frozen rivers and lakes, which mainly occur in polar areas. The components of the cryosphere play an important role in the Earth’s climate. Snow and ice reflect heat from the sun, helping to regulate our planet’s temperature. Because polar regions are some of the most sensitive to climate shifts, the cryosphere may be one of the first places where scientists are able to identify global changes in climate.. 

- *sSUBJECT AREA*: SEA ICE
Pertaining to the study of frozen seawater over the ocean surface.
- *sSUBJECT AREA*: FROZEN GROUND
Soil within which the moisture has predominantly changed to ice, the unfrozen portion being in vapor phase. Ice within the soil bonds (adfreezes) adjacent soil particles and renders frozen ground very hard. Permanently frozen ground is called permafrost. Dry frozen ground is relatively loose and crumbly because of the lack of bonding ice. Frozen ground is sometimes inadvisedly called frost or ground frost.
- *sSUBJECT AREA*: GLACIERS/ICE SHEETS
Glaciers are masses of land ice, formed by the further recrystallization of firn, flowing continuously from higher to lower elevations. Ice sheets are a continuous sheet of land ice that covers a very large area and moves outward in many directions. This type of ice mass is so thick as to mask the land surface contours, in contrast to the smaller and thinner highland ice. The continental glacier of Greenland is sometimes called the Inland Ice. This term is often used to describe the great ice masses that characterized the ice ages.
","
### Question Criteria:

INTENT: Causal — The user asks about causes, effects, or mechanisms—typically beginning with 'Why' or 'How does X influence Y?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: CRYOSPHERE - The cryosphere is the frozen water part of the Earth system. ce and snow on land are one part of the cryosphere. This includes the largest parts of the cryosphere, the continental ice sheets found in Greenland and Antarctica, as well as ice caps, glaciers, and areas of snow and permafrost. When continental ice flows out from land and to the sea surface, we get shelf ice. The other part of the cryosphere is ice that is found in water. This includes frozen parts of the ocean, such as waters surrounding Antarctica and the Arctic. It also includes frozen rivers and lakes, which mainly occur in polar areas. The components of the cryosphere play an important role in the Earth’s climate. Snow and ice reflect heat from the sun, helping to regulate our planet’s temperature. Because polar regions are some of the most sensitive to climate shifts, the cryosphere may be one of the first places where scientists are able to identify global changes in climate.. 

- *sSUBJECT AREA*: SEA ICE
Pertaining to the study of frozen seawater over the ocean surface.
- *sSUBJECT AREA*: FROZEN GROUND
Soil within which the moisture has predominantly changed to ice, the unfrozen portion being in vapor phase. Ice within the soil bonds (adfreezes) adjacent soil particles and renders frozen ground very hard. Permanently frozen ground is called permafrost. Dry frozen ground is relatively loose and crumbly because of the lack of bonding ice. Frozen ground is sometimes inadvisedly called frost or ground frost.
- *sSUBJECT AREA*: GLACIERS/ICE SHEETS
Glaciers are masses of land ice, formed by the further recrystallization of firn, flowing continuously from higher to lower elevations. Ice sheets are a continuous sheet of land ice that covers a very large area and moves outward in many directions. This type of ice mass is so thick as to mask the land surface contours, in contrast to the smaller and thinner highland ice. The continental glacier of Greenland is sometimes called the Inland Ice. This term is often used to describe the great ice masses that characterized the ice ages.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How does the melting of sea ice influence ocean circulation patterns?
59,CRYOSPHERE_Relational,Relational,CRYOSPHERE,"['SEA ICE', 'FROZEN GROUND', 'GLACIERS/ICE SHEETS']","**TOPIC**: CRYOSPHERE - The cryosphere is the frozen water part of the Earth system. ce and snow on land are one part of the cryosphere. This includes the largest parts of the cryosphere, the continental ice sheets found in Greenland and Antarctica, as well as ice caps, glaciers, and areas of snow and permafrost. When continental ice flows out from land and to the sea surface, we get shelf ice. The other part of the cryosphere is ice that is found in water. This includes frozen parts of the ocean, such as waters surrounding Antarctica and the Arctic. It also includes frozen rivers and lakes, which mainly occur in polar areas. The components of the cryosphere play an important role in the Earth’s climate. Snow and ice reflect heat from the sun, helping to regulate our planet’s temperature. Because polar regions are some of the most sensitive to climate shifts, the cryosphere may be one of the first places where scientists are able to identify global changes in climate.. 

- *sSUBJECT AREA*: SEA ICE
Pertaining to the study of frozen seawater over the ocean surface.
- *sSUBJECT AREA*: FROZEN GROUND
Soil within which the moisture has predominantly changed to ice, the unfrozen portion being in vapor phase. Ice within the soil bonds (adfreezes) adjacent soil particles and renders frozen ground very hard. Permanently frozen ground is called permafrost. Dry frozen ground is relatively loose and crumbly because of the lack of bonding ice. Frozen ground is sometimes inadvisedly called frost or ground frost.
- *sSUBJECT AREA*: GLACIERS/ICE SHEETS
Glaciers are masses of land ice, formed by the further recrystallization of firn, flowing continuously from higher to lower elevations. Ice sheets are a continuous sheet of land ice that covers a very large area and moves outward in many directions. This type of ice mass is so thick as to mask the land surface contours, in contrast to the smaller and thinner highland ice. The continental glacier of Greenland is sometimes called the Inland Ice. This term is often used to describe the great ice masses that characterized the ice ages.
","
### Question Criteria:

INTENT: Relational — The user inquires about the relationship or correlation between two or more scientific variables or phenomena.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: CRYOSPHERE - The cryosphere is the frozen water part of the Earth system. ce and snow on land are one part of the cryosphere. This includes the largest parts of the cryosphere, the continental ice sheets found in Greenland and Antarctica, as well as ice caps, glaciers, and areas of snow and permafrost. When continental ice flows out from land and to the sea surface, we get shelf ice. The other part of the cryosphere is ice that is found in water. This includes frozen parts of the ocean, such as waters surrounding Antarctica and the Arctic. It also includes frozen rivers and lakes, which mainly occur in polar areas. The components of the cryosphere play an important role in the Earth’s climate. Snow and ice reflect heat from the sun, helping to regulate our planet’s temperature. Because polar regions are some of the most sensitive to climate shifts, the cryosphere may be one of the first places where scientists are able to identify global changes in climate.. 

- *sSUBJECT AREA*: SEA ICE
Pertaining to the study of frozen seawater over the ocean surface.
- *sSUBJECT AREA*: FROZEN GROUND
Soil within which the moisture has predominantly changed to ice, the unfrozen portion being in vapor phase. Ice within the soil bonds (adfreezes) adjacent soil particles and renders frozen ground very hard. Permanently frozen ground is called permafrost. Dry frozen ground is relatively loose and crumbly because of the lack of bonding ice. Frozen ground is sometimes inadvisedly called frost or ground frost.
- *sSUBJECT AREA*: GLACIERS/ICE SHEETS
Glaciers are masses of land ice, formed by the further recrystallization of firn, flowing continuously from higher to lower elevations. Ice sheets are a continuous sheet of land ice that covers a very large area and moves outward in many directions. This type of ice mass is so thick as to mask the land surface contours, in contrast to the smaller and thinner highland ice. The continental glacier of Greenland is sometimes called the Inland Ice. This term is often used to describe the great ice masses that characterized the ice ages.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is the relationship between changes in sea ice extent and the stability of glaciers and ice sheets in polar regions?
60,HUMAN DIMENSIONS_Exploratory,Exploratory,HUMAN DIMENSIONS,"['PUBLIC HEALTH', 'CLIMATE CHANGE RESPONSES', 'HUMAN SETTLEMENTS']","**TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.
","
### Question Criteria:

INTENT: Exploratory — The user seeks to discover patterns, generate hypotheses, or broadly explore a topic without predefined expectations. Often open-ended and inductive.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How do variations in climate change response strategies impact public health outcomes and the resilience of human settlements over time?
61,HUMAN DIMENSIONS_Comparative,Comparative,HUMAN DIMENSIONS,"['PUBLIC HEALTH', 'CLIMATE CHANGE RESPONSES', 'HUMAN SETTLEMENTS']","**TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.
","
### Question Criteria:

INTENT: Comparative — The user intends to compare two or more methods, approaches, datasets, tools, methods, or hypotheses to evaluate differences or effectiveness.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How do adaptation strategies to climate change differ in their effectiveness at improving public health outcomes across urban and rural human settlements?
62,HUMAN DIMENSIONS_Descriptive,Descriptive,HUMAN DIMENSIONS,"['PUBLIC HEALTH', 'CLIMATE CHANGE RESPONSES', 'HUMAN SETTLEMENTS']","**TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.
","
### Question Criteria:

INTENT: Descriptive — The user wants a concise, factual explanation or summary of a concept, object, or phenomenon—often 'What is X?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is the role of climate change adaptation in mitigating risks to human settlements?
63,HUMAN DIMENSIONS_Causal,Causal,HUMAN DIMENSIONS,"['PUBLIC HEALTH', 'CLIMATE CHANGE RESPONSES', 'HUMAN SETTLEMENTS']","**TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.
","
### Question Criteria:

INTENT: Causal — The user asks about causes, effects, or mechanisms—typically beginning with 'Why' or 'How does X influence Y?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",How does climate change influence public health outcomes in human settlements?
64,HUMAN DIMENSIONS_Relational,Relational,HUMAN DIMENSIONS,"['PUBLIC HEALTH', 'CLIMATE CHANGE RESPONSES', 'HUMAN SETTLEMENTS']","**TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.
","
### Question Criteria:

INTENT: Relational — The user inquires about the relationship or correlation between two or more scientific variables or phenomena.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: HUMAN DIMENSIONS - The area of Earth Science that focuses on the human interactions and impacts in the environment (e.g., natural hazards, human impacts, social behavior) and related disciplines including population, infrastructure, public health, and economic resources.. 

- *sSUBJECT AREA*: PUBLIC HEALTH
The science and art of preventing disease, prolonging life and promoting health through the organized efforts and informed choices of society, organizations, public and private, communities and individuals.
- *sSUBJECT AREA*: CLIMATE CHANGE RESPONSES
Climate change is defined as changes in the global environment that may alter the capacity of the Earth to sustain life. Global change encompasses climate change, but it also includes other critical drivers of environmental change that may or may not interact with climate change, such as land use change, the alteration of the water cycle,changes in biogeochemical cycles, and biodiversity loss. Responses to global change may include actions such as adaptation, mitigation, and various forms of scenario and contingency planning to reduce risk.
- *sSUBJECT AREA*: HUMAN SETTLEMENTS
A general term used in archaeology, geography, landscape history and other subjects for a permanent or temporary community in which people live, without being specific as to size, population or importance.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
","What is the relationship between climate change responses, such as mitigation strategies, and public health outcomes in human settlements?"
65,BIOLOGICAL CLASSIFICATION_Exploratory,Exploratory,BIOLOGICAL CLASSIFICATION,"['ANIMALS/INVERTEBRATES', 'ANIMALS/VERTEBRATES', 'FUNGI']","**TOPIC**: BIOLOGICAL CLASSIFICATION - Biological classification is the process by which scientists group living organisms. Organisms are classified based on how similar they are. Historically, similarity was determined by examining the physical characteristics of an organism but modern classification uses a variety of techniques including genetic analysis. Organisms are classified according to a system of seven ranks: Kingdom Phylum Class Order Family Genus Species. 

- *sSUBJECT AREA*: ANIMALS/INVERTEBRATES
Invertebrates are animals lacking a backbone, or without bones.
- *sSUBJECT AREA*: ANIMALS/VERTEBRATES
Vertebrates are chordates with a backbone, either of cartilage or bone, and a brain located inside a protective chamber of skull bones.
- *sSUBJECT AREA*: FUNGI
One of the taxonomic kingdoms, comprising eukaryotic, non-photosynthetic organisms, which obtain nutrients by the absorption of organic compounds from their surroundings. Fungi usually have chitin-containing cell walls and may be unicellular, filamentous (mycelial), or plasmoidal.
","
### Question Criteria:

INTENT: Exploratory — The user seeks to discover patterns, generate hypotheses, or broadly explore a topic without predefined expectations. Often open-ended and inductive.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: BIOLOGICAL CLASSIFICATION - Biological classification is the process by which scientists group living organisms. Organisms are classified based on how similar they are. Historically, similarity was determined by examining the physical characteristics of an organism but modern classification uses a variety of techniques including genetic analysis. Organisms are classified according to a system of seven ranks: Kingdom Phylum Class Order Family Genus Species. 

- *sSUBJECT AREA*: ANIMALS/INVERTEBRATES
Invertebrates are animals lacking a backbone, or without bones.
- *sSUBJECT AREA*: ANIMALS/VERTEBRATES
Vertebrates are chordates with a backbone, either of cartilage or bone, and a brain located inside a protective chamber of skull bones.
- *sSUBJECT AREA*: FUNGI
One of the taxonomic kingdoms, comprising eukaryotic, non-photosynthetic organisms, which obtain nutrients by the absorption of organic compounds from their surroundings. Fungi usually have chitin-containing cell walls and may be unicellular, filamentous (mycelial), or plasmoidal.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
","How do genetic analyses contribute to identifying evolutionary relationships among invertebrates, vertebrates, and fungi within biological classification systems?"
66,BIOLOGICAL CLASSIFICATION_Comparative,Comparative,BIOLOGICAL CLASSIFICATION,"['ANIMALS/INVERTEBRATES', 'ANIMALS/VERTEBRATES', 'FUNGI']","**TOPIC**: BIOLOGICAL CLASSIFICATION - Biological classification is the process by which scientists group living organisms. Organisms are classified based on how similar they are. Historically, similarity was determined by examining the physical characteristics of an organism but modern classification uses a variety of techniques including genetic analysis. Organisms are classified according to a system of seven ranks: Kingdom Phylum Class Order Family Genus Species. 

- *sSUBJECT AREA*: ANIMALS/INVERTEBRATES
Invertebrates are animals lacking a backbone, or without bones.
- *sSUBJECT AREA*: ANIMALS/VERTEBRATES
Vertebrates are chordates with a backbone, either of cartilage or bone, and a brain located inside a protective chamber of skull bones.
- *sSUBJECT AREA*: FUNGI
One of the taxonomic kingdoms, comprising eukaryotic, non-photosynthetic organisms, which obtain nutrients by the absorption of organic compounds from their surroundings. Fungi usually have chitin-containing cell walls and may be unicellular, filamentous (mycelial), or plasmoidal.
","
### Question Criteria:

INTENT: Comparative — The user intends to compare two or more methods, approaches, datasets, tools, methods, or hypotheses to evaluate differences or effectiveness.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: BIOLOGICAL CLASSIFICATION - Biological classification is the process by which scientists group living organisms. Organisms are classified based on how similar they are. Historically, similarity was determined by examining the physical characteristics of an organism but modern classification uses a variety of techniques including genetic analysis. Organisms are classified according to a system of seven ranks: Kingdom Phylum Class Order Family Genus Species. 

- *sSUBJECT AREA*: ANIMALS/INVERTEBRATES
Invertebrates are animals lacking a backbone, or without bones.
- *sSUBJECT AREA*: ANIMALS/VERTEBRATES
Vertebrates are chordates with a backbone, either of cartilage or bone, and a brain located inside a protective chamber of skull bones.
- *sSUBJECT AREA*: FUNGI
One of the taxonomic kingdoms, comprising eukaryotic, non-photosynthetic organisms, which obtain nutrients by the absorption of organic compounds from their surroundings. Fungi usually have chitin-containing cell walls and may be unicellular, filamentous (mycelial), or plasmoidal.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
","How do genetic analysis methods compare to traditional physical characteristic-based approaches in classifying vertebrates, invertebrates, and fungi within the biological classification system?"
67,BIOLOGICAL CLASSIFICATION_Descriptive,Descriptive,BIOLOGICAL CLASSIFICATION,"['ANIMALS/INVERTEBRATES', 'ANIMALS/VERTEBRATES', 'FUNGI']","**TOPIC**: BIOLOGICAL CLASSIFICATION - Biological classification is the process by which scientists group living organisms. Organisms are classified based on how similar they are. Historically, similarity was determined by examining the physical characteristics of an organism but modern classification uses a variety of techniques including genetic analysis. Organisms are classified according to a system of seven ranks: Kingdom Phylum Class Order Family Genus Species. 

- *sSUBJECT AREA*: ANIMALS/INVERTEBRATES
Invertebrates are animals lacking a backbone, or without bones.
- *sSUBJECT AREA*: ANIMALS/VERTEBRATES
Vertebrates are chordates with a backbone, either of cartilage or bone, and a brain located inside a protective chamber of skull bones.
- *sSUBJECT AREA*: FUNGI
One of the taxonomic kingdoms, comprising eukaryotic, non-photosynthetic organisms, which obtain nutrients by the absorption of organic compounds from their surroundings. Fungi usually have chitin-containing cell walls and may be unicellular, filamentous (mycelial), or plasmoidal.
","
### Question Criteria:

INTENT: Descriptive — The user wants a concise, factual explanation or summary of a concept, object, or phenomenon—often 'What is X?'.

TOPIC:

The topics are extracted from the NASA GCMD Taxonomy. The TOPIC is described and few of its SUBJECT AREAS.

<topic>
    **TOPIC**: BIOLOGICAL CLASSIFICATION - Biological classification is the process by which scientists group living organisms. Organisms are classified based on how similar they are. Historically, similarity was determined by examining the physical characteristics of an organism but modern classification uses a variety of techniques including genetic analysis. Organisms are classified according to a system of seven ranks: Kingdom Phylum Class Order Family Genus Species. 

- *sSUBJECT AREA*: ANIMALS/INVERTEBRATES
Invertebrates are animals lacking a backbone, or without bones.
- *sSUBJECT AREA*: ANIMALS/VERTEBRATES
Vertebrates are chordates with a backbone, either of cartilage or bone, and a brain located inside a protective chamber of skull bones.
- *sSUBJECT AREA*: FUNGI
One of the taxonomic kingdoms, comprising eukaryotic, non-photosynthetic organisms, which obtain nutrients by the absorption of organic compounds from their surroundings. Fungi usually have chitin-containing cell walls and may be unicellular, filamentous (mycelial), or plasmoidal.

</topic>


### Instructions

The question must strictly reflect the stated INTENT and be centered on the specified TOPIC along with its SUBJECT AREAS. Do not include any background or explanation—just the question.
This question will be used to evaluate the performance of a scientific QA system under Retrieval-Augmented Generation (RAG) and zero-shot prompting conditions.


### Question:
",What is biological classification and how are organisms grouped within it?
